"","v_31_0_0","age","tismri_TIV","tismri_volr01","tismri_volr02","tismri_volr03","classic_bone_med","main_sBMDH","sROI_bonecortex01","sROI_bonecortex02","sROI_bonecortex03","sROI_bonecortex04","sROI_bonecortex05","sROI_bonecortex06","sROI_bonecortex07","sROI_bonecortex08","sROI_bonecortex09","vROI_bonecortex03","sROI_bonethickness01","sROI_bonethickness02","sROI_bonethickness03","sROI_bonethickness04","sROI_bonethickness05","sROI_bonethickness06","sROI_bonethickness07","sROI_bonethickness08","sROI_bonethickness09","v_23226_2_0","v_23239_2_0","v_23300_2_0","v_51_2_0","v_50_2_0","sROI_headthickness01","sROI_headthickness02","sROI_headthickness03","sROI_headthickness04","sROI_headthickness05","sROI_headthickness06","sROI_headthickness07","sROI_headthickness08","sROI_headthickness09","tis_head","v_21001_2_0","v_22407_2_0","v_22408_2_0","v_23099_2_0","WHR","WHtR","v_874_2_0","v_894_2_0","v_914_2_0","v_20162_2_0","r_alcohol"
"v_31_0_0",0,1,5.74453478933495e-160,1.61718799333221e-25,1,1.27032230573899e-18,1,1.99593350040229e-09,7.77378769509007e-08,0.0426609885831898,1.99593350040229e-09,1.21770428822995e-13,1,1,1,1.19194268193018e-13,0.0225366474414032,6.1103532284542e-07,1,0.140539203217412,5.77466291178222e-06,1,0.000554090984970591,1,0.0138995022365801,1,1.79137959008345e-12,0.283073791613914,1.37960061340337e-10,1,1.38124887492293e-119,1.23617684314944e-170,2.08459860676996e-39,7.1046443564498e-06,2.75919530933829e-98,1.70622629080275e-13,1,1.93533006892488e-14,1,8.94332260516462e-19,1,1,0.0015336691099057,4.56845561882082e-60,2.06756966591787e-28,2.86929810448859e-136,1.41673146540219e-150,2.18543775610677e-12,1,1,1,1,0.578524026124123
"age",0.0164971783635629,0,1,2.50313580093337e-65,2.72014658476513e-16,6.50549881989449e-66,8.24500152259625e-12,4.89209677217489e-07,1.75940444931956e-12,1.98352175171879e-11,4.89209677217489e-07,6.13180816654659e-13,2.68909351215467e-12,3.61759782058976e-12,5.02144953695105e-17,8.18138501554068e-11,4.67196843322957e-12,9.72777360277008e-10,1,1,0.00239673908993175,1,0.124961294543575,0.000376087402805852,2.08779015931419e-12,1,0.576305734442948,0.558418008668446,0.0174631701108622,0.00154112014413057,1,1,1,1,1,1,1,1,1,1,1,0.0292023861238033,1,1,1,1,0.508962899674544,1,1,0.000666676452976222,1,1,1
"tismri_TIV",4.40869899411738e-163,0.123248701676135,0,2.89206433881184e-31,1,1.50289953732019e-17,1,9.63819137720044e-09,7.38365426213778e-06,0.308014700894076,9.63819137720044e-09,5.72472472997059e-10,1,1,1,8.25843041401307e-09,0.100184231518751,0.00332079968975083,0.0182011921932273,1,5.86770145890566e-19,0.00112158177649615,1,1,0.651165640389961,2.29053746559968e-05,0.363344539723238,3.9323920706777e-07,6.59096173707856e-16,1,1.23470407024235e-89,3.09774134616083e-125,8.36005841569056e-28,4.59014337378696e-05,2.8523273687901e-59,1.36560257786216e-12,1,5.85411763614337e-09,1,2.05248818965844e-16,1,1,6.86601134828412e-05,1.14811802995141e-34,1.33420281532751e-07,2.45230247944698e-54,6.38406678530652e-76,3.28341836629619e-08,1,1,1,1,0.0511434440676672
"tismri_volr01",1.41239126055215e-28,2.03672563135343e-68,2.49101148907135e-34,0,9.08101314845953e-13,1.25888586045255e-293,1,1,1,1,1,1,1,1,0.00852176874297814,1,1,0.00164032454459099,1,1.25526962649626e-11,0.0229984476681305,1,1,1,7.57814715446573e-14,1,0.136052934083196,1,1,1,0.00135628025370246,2.01307812712139e-10,9.64009229195827e-08,1,8.4280372814202e-20,1.35425133265711e-05,1,0.158991702444887,1,7.98655904461785e-08,1,0.000530311028043155,0.000498076682385587,5.85412373832931e-15,1,1.29637470581006e-05,2.02129187035859e-21,3.11906185396011e-09,1,1,1,0.332217684755821,1.52729819466039e-05
"tismri_volr02",0.00873623063640487,2.48642283799372e-19,0.345086836543546,8.66508888211788e-16,0,3.2209694662232e-135,0.000381005139398113,1,1,1,1,1,1,0.263723585888098,0.00529874758826507,1,1,3.69226866641984e-05,1,1,0.0117682608775752,1,1,1,3.30316859774713e-12,1,1,1,1,1,1,1,1,1,1,0.355143147223422,1,1,9.84631779534628e-06,0.131582679983983,1,1.96307361350939e-11,1,0.00933546977690016,1,1,0.133665531197529,0.113477108358665,1,1,1,1,1
"tismri_volr03",1.14032522956821e-21,5.28043735381047e-69,1.3600900790228e-20,9.27014624780967e-297,2.51049841482712e-138,0,1,1,1,1,1,1,1,1,0.000749856423638043,1,1,3.61225028726847e-06,1,4.82897859733776e-08,0.000391487051283331,1,1,1,1.04542266693788e-22,1,0.0412312145741123,1,1,1,0.0324590189121758,1.61658872332932e-07,5.62826324336277e-05,1,1.55115844904398e-14,1.83719926585099e-07,1,1,0.000487402555964904,8.29074680941528e-10,0.885008312805157,1.25032109001126e-11,0.00019624074644262,3.11337851562421e-15,1,0.0236245988817287,1.80620167073899e-18,8.15946286611021e-10,1,1,1,0.0114577940892512,8.76254279328692e-05
"classic_bone_med",0.0154022333912671,7.99709168050073e-15,0.122201011521107,0.425529298080978,4.44873283369247e-07,0.170297099337993,0,1.05703803843942e-232,7.17268488305074e-251,1.34911017110908e-168,1.05703803843942e-232,2.30017630546144e-186,3.53476632100125e-211,7.02364186242951e-239,3.76513407674757e-184,6.12039094240971e-190,1.29397175572496e-220,4.41235211963138e-181,5.34870262882034e-43,3.08573401538679e-19,8.094145761002e-17,1.318416558851e-49,3.87343272551515e-18,3.13917034829623e-12,0.0291805589945891,9.42254489977857e-42,4.36595034604524e-21,8.4282002019654e-92,1.9805150268464e-75,6.60616571517597e-29,1,0.0426716876350389,0.181201127184636,0.010298237069149,0.00594951181571609,2.09524152102683e-07,1,1,1,5.30901147998398e-08,0.147574835818591,0.0787933400305687,1,1,1,1,1,1,1,1,1,1,1
"main_sBMDH",2.01609444485079e-12,5.18780145511653e-10,9.86508841064528e-12,0.162262182579273,0.464833229717161,0.187186554339606,7.88246113675927e-236,0,0,9.97157988027794e-288,0,0,1.38673819495329e-240,1.27650867471573e-197,1.50325363777276e-154,0,1.39611888494862e-282,2.90416436514307e-141,6.19812637193889e-06,1,1,5.63237890348115e-09,1.58485617537975e-05,6.51358469065507e-06,1,2.82890467213856e-05,1.06284241577488e-06,7.68314767096187e-146,1.59940634233303e-131,4.0954472698612e-45,1.76795682548976e-08,1.83080379139791e-11,3.21219781419208e-10,0.00120615433449289,2.62970490323361e-13,3.12420968704595e-13,1,1,1,3.81706081793837e-15,1,1,0.72247470899157,0.49583474024373,1,0.00679369394908828,0.00801832689226076,1,1,1,1,1,1
"sROI_bonecortex01",8.10613941093855e-11,1.68364062135843e-15,8.08724453684313e-09,0.458226113629919,0.110524030266248,0.49965079015667,5.32493309803321e-254,0,0,0,0,0,3.71184916687853e-278,6.58786044726533e-272,1.79430852855541e-198,0,0,7.64342806431861e-141,9.96628938018313e-09,0.53164167055467,0.132957234712171,1.61965390162554e-13,5.47564833598351e-06,0.000248543707722597,1,7.44862934568586e-09,5.11307758557407e-07,1.59306272465834e-123,4.1735456382357e-121,3.85439826406213e-44,4.08658198431876e-07,2.13610787994133e-10,2.51895598232253e-07,0.00499349652571123,1.21016934856e-10,3.71403863144011e-11,1,1,1,3.24232397389571e-12,1,1,1,1,1,0.0020015980778645,0.570668559108708,1,1,1,1,1,1
"sROI_bonecortex02",5.6206836077984e-05,1.94082363181878e-14,0.000433823522386022,0.00300102590913045,0.09441429322253,0.0124392900525309,1.03064184194735e-171,7.34825341214292e-291,0,0,9.97157988027794e-288,0,1.28683660815926e-178,5.04991326048459e-203,4.18980374813377e-168,0,2.33867836148914e-204,7.9253657999098e-112,0.000254782891895778,1,0.661893870817879,3.41903698416174e-09,0.00710186423445701,0.00926120151843354,1,2.27801163730667e-05,0.0421846553074053,1.19591902086482e-93,9.27124524360687e-93,4.69750445940169e-37,0.0913168527270854,0.00183315201448678,0.000311148731455571,1,3.61815735166442e-06,3.4996743977762e-06,1,1,1,3.00645684897972e-06,1,1,1,1,1,1,1,1,1,1,1,1,1
"sROI_bonecortex03",2.01609444485079e-12,5.18780145511653e-10,9.86508841064528e-12,0.162262182579273,0.464833229717161,0.187186554339606,7.88246113675927e-236,0,0,7.34825341214292e-291,0,0,1.38673819495329e-240,1.27650867471573e-197,1.50325363777276e-154,0,1.39611888494862e-282,2.90416436514307e-141,6.19812637193889e-06,1,1,5.63237890348115e-09,1.58485617537975e-05,6.51358469065507e-06,1,2.82890467213856e-05,1.06284241577488e-06,7.68314767096187e-146,1.59940634233303e-131,4.0954472698612e-45,1.76795682548976e-08,1.83080379139791e-11,3.21219781419208e-10,0.00120615433449289,2.62970490323361e-13,3.12420968704595e-13,1,1,1,3.81706081793837e-15,1,1,0.72247470899157,0.49583474024373,1,0.00679369394908828,0.00801832689226076,1,1,1,1,1,1
"sROI_bonecortex04",1.13804139086911e-16,5.82317964534339e-16,5.73619712421902e-13,0.369866017649639,0.132388129835891,0.435644504074803,1.74520205270215e-189,0,0,0,0,0,4.24303248745866e-193,2.34925016096139e-192,5.98573861909773e-147,0,9.38154055493307e-229,1.50437644289472e-107,0.000177535513374061,1,1,5.71493422894636e-08,1.6454141876222e-05,0.00107411545892025,1,0.000104907950998177,0.000117495177723951,5.22708638860094e-109,4.33957133084043e-113,5.81966256672052e-41,1.20713579917475e-10,5.65943684814092e-15,1.93755233560032e-11,0.000735163073433619,2.56795379872746e-16,2.43925768610676e-12,1,1,1,1.29620742994879e-13,1,0.740468962215986,1,1,1,4.55571082197677e-07,0.00232190289861648,1,1,1,1,1,1
"sROI_bonecortex05",0.00185907145716802,2.58566683861026e-15,0.00208096964469039,0.436837084963966,0.280000633779114,0.478967265455447,2.64578317440213e-214,1.03103211520691e-243,2.74342140937068e-281,9.80073578186797e-182,1.03103211520691e-243,3.20712962015016e-196,0,2.12895726457683e-205,2.75045277456619e-156,3.26079676855793e-200,0,2.42739521942278e-111,8.85265974734174e-15,0.000767823581612941,1.24424276822341e-06,2.67413222277421e-17,0.539676078344368,0.000237970171062472,1,1.20459372858143e-13,6.9243260698179e-15,1.57153363042472e-89,1.5072280542592e-77,7.61606465526929e-33,0.00442986954260812,0.000521769072848745,1,0.117869046421141,1,1.41954425811331e-07,1,1,1,2.04458588529404e-08,6.8490011345129e-06,1,1,1,1,1,1,1,1,1,1,1,1
"sROI_bonecortex06",0.148691476547757,3.49526359477272e-15,0.230768083448654,0.0397920281768835,0.000368844176067269,0.0103193295551623,5.22981523635853e-242,9.63402773370359e-201,4.87989662760395e-275,3.79407457587122e-206,9.63402773370359e-201,1.77704248181648e-195,1.59591998843841e-208,0,3.99809346532899e-235,5.04128421930583e-201,7.32222713319161e-209,2.59281205532134e-141,6.341211438264e-33,2.43196382549771e-13,3.48113840889137e-22,2.93637374702884e-40,1.81775685212781e-10,1,1,4.51705118930722e-34,3.48258160327577e-13,6.36400029937895e-55,4.97632471661033e-55,2.58074065245117e-26,0.36801313364362,0.00173385099843743,1,1,1,0.186937973685629,1,0.000381005139398113,1,0.131767671962944,0.495596579359568,0.000586798224019421,1,1,1,1,1,1,1,1,1,1,1
"sROI_bonecortex07",0.0122949670530325,4.56495412450095e-20,0.0535272803404816,1.06923070802737e-05,6.55785592607063e-06,8.92686218616717e-07,2.85887173633073e-187,1.15634895213289e-157,1.35317385260589e-201,3.20321387472001e-171,1.15634895213289e-157,4.62219198385925e-150,2.11248292977434e-159,2.9792052647757e-238,0,2.98123218459165e-147,2.23219246102126e-162,2.61968474193637e-135,1.27045923902452e-25,1.83856923729908e-08,1.72349042795206e-17,5.92608435419403e-33,1.28134165822981e-08,5.45929410768871e-05,1,1.56762800399488e-27,3.92764866600243e-06,2.00009737146994e-51,2.3788076915567e-50,4.06627003395835e-27,1,1,1,1,1,1,1,1,1,1,1,0.0645720668596756,1,1,1,1,0.0799039795711757,1,1,1,1,1,0.456167860799816
"sROI_bonecortex08",1.11188683015875e-16,8.06047784782333e-14,8.44420287731398e-12,0.30422439014925,0.255776920761566,0.487518137683613,4.64017508901418e-193,0,0,0,0,0,2.45726960705195e-203,3.79329136140393e-204,2.30033347576517e-150,0,2.26110832541046e-229,6.17958869545632e-110,6.27588474785832e-05,1,1,5.61519256331984e-09,3.709720271172e-05,0.000488880122918092,1,6.78542204467629e-05,3.44627525382855e-05,1.32946260290862e-110,2.24270903996447e-113,1.81578511504162e-38,9.61363099918078e-10,1.29523813371513e-13,4.84682061531932e-11,0.000219373990158547,1.95881705974125e-15,8.62689059544627e-13,1,1,1,3.5274498145933e-14,1,1,1,0.697187150383353,1,3.17934762972629e-06,0.0010578724178356,1,1,1,1,1,1
"sROI_bonecortex09",2.89674131637573e-05,4.51834471298798e-15,0.000135935185235754,0.2857819384217,0.195056373422601,0.400475193727895,9.67817319166013e-224,1.03034604055249e-285,0,1.75576453565251e-207,1.03034604055249e-285,7.01161476452397e-232,0,5.48481433197873e-212,1.7118040345255e-165,1.68865446259183e-232,0,7.89978770302992e-109,3.78024006049745e-14,0.00138919287363049,3.97020620373708e-05,1.93977871546198e-17,1.23547181053519e-05,9.42040702293235e-06,1,1.95938863676352e-13,8.31686274303707e-08,7.6919272712359e-97,2.06861959088765e-89,1.26914107291614e-36,0.00312456389051434,1.25001040162076e-05,0.0242006190130262,0.00206465471466489,0.000391487051283331,3.27746687048776e-10,1,1,1,4.31137942591549e-11,0.0910879923380741,1,1,1,1,1,1,1,1,1,1,1,1
"vROI_bonecortex03",6.50037577495128e-10,9.7864925581188e-13,4.08965479033353e-06,1.98827217526181e-06,4.15328308933615e-08,3.89251108541861e-09,3.35540085143071e-184,2.25129020553726e-144,5.93433855925358e-144,6.23063349049513e-115,2.25129020553726e-144,1.1892303896401e-110,1.90983101449471e-114,2.00837494602738e-144,2.04025291428066e-138,4.86965224228236e-113,6.23503370404887e-112,0,5.39088331790235e-25,1.55450421613821e-09,3.72055848104473e-25,4.7927470931401e-31,0.0109973076320199,3.50071642233133e-11,1.89365410327363e-11,7.07562705782808e-25,1,8.55556660768068e-49,1.34097094599381e-37,1.33574611282942e-18,1,0.997573452921305,1,1,0.0737031687019635,1,1,1,1,1,1,2.94761219193427e-12,0.00800410145531664,1.43267261704129e-13,1,1,7.30849218437287e-13,3.67431034170288e-06,1,1,1,0.775084923009086,1
"sROI_bonethickness01",0.521325290660397,0.0015304277829919,2.33648166793675e-05,0.0443648538969577,0.122902641800238,0.33170057507019,4.49470809144566e-46,6.74442477904123e-09,1.02218352617263e-11,2.94887606360854e-07,6.74442477904123e-09,2.03829521669415e-07,8.18175577388331e-18,5.44777614971134e-36,1.10860317541407e-28,7.11551558714095e-08,3.51650238185809e-17,4.72470054154456e-28,0,1.52776095354794e-275,1.56095716512206e-269,0,4.54634018011235e-83,1.41295931517483e-93,1.64835207092258e-37,0,3.71233066315012e-56,5.19220395598901e-17,0.00607443618638548,1,1,1,1,1,0.602804105942837,1,1,1,1,1,1,0.0100606447439723,0.00105984313013382,0.426730785203909,0.0292996292822588,0.0396806794248286,1,0.0247761195156047,1,1,1,1,1
"sROI_bonethickness02",0.000194114921571011,0.289389280004693,0.737134065096501,1.22107940320648e-14,0.0970387614244665,4.99894264734758e-11,2.75758178318748e-22,0.00275862825210121,0.000770495174716914,0.192446538903207,0.00275862825210121,0.0204595774857056,9.16257257294679e-07,2.29214309660482e-16,1.893480161997e-11,0.015385824278538,1.6757453240416e-06,1.5670405404619e-12,1.13000070528694e-278,0,2.5173445419766e-97,7.18264488661511e-205,5.29718697224626e-35,4.11474948951278e-44,9.26525325502388e-14,2.35902144241193e-200,2.03350590886989e-23,4.13056247189753e-21,0.000195771428721524,1,1,1,1,1,1,1,1,1,1,1,1,0.127060856561525,0.342496726361322,1,0.0113581460508947,2.73506932074565e-05,1,1,1,1,1,1,1
"sROI_bonethickness03",6.27680751280676e-09,2.93358517739504e-06,5.25308993635243e-22,2.95990317479157e-05,1.4991415130669e-05,4.57879592144247e-07,7.37171745082149e-20,0.0222148265703329,0.00018263356416507,0.00097194401001157,0.0222148265703329,0.0382183483456506,1.32931919681989e-09,3.06978695669433e-25,1.56113263401455e-20,0.0212170982775172,4.47599346531801e-08,3.25793212000414e-28,1.15712169393777e-272,2.00266073347383e-100,0,2.69457930910043e-192,2.04172021808483e-40,1.1321499077617e-65,8.7728980209426e-38,1.32041121698683e-191,4.02509778851223e-15,2.76655125973016e-30,1.77229887566225e-10,1,0.000121219086105175,9.19314793455625e-06,0.00667910211817486,0.177735573612747,3.17351556447278e-14,0.00037971253940845,0.126966731240677,1,1,0.000975240133829239,0.00431304103563839,0.000123576984636484,5.87005352815987e-12,9.05964381505536e-13,1,1,3.35249192363686e-13,4.25561615774936e-11,1,1,1,1,1
"sROI_bonethickness04",0.671824630071628,0.0406939844535711,1.34643670647797e-06,0.0304488452792012,0.0438817887178085,0.378099932153523,1.09594061417373e-52,5.73562006464475e-12,1.51937514223784e-16,3.46885629758407e-12,5.73562006464475e-12,5.93451114116964e-11,2.42882127409102e-20,2.48424174875536e-43,5.08676768600346e-36,5.7123016920853e-12,1.75863890794377e-20,4.13167852856905e-34,0,5.38833074764825e-208,2.03980265639699e-195,0,2.74255704282893e-36,1.07390803417263e-53,3.24951914208655e-21,0,1.09858209079259e-20,4.74125956662237e-12,1,1,1,1,1,1,1,1,1,1,1,1,0.481429225694389,0.861444503571622,0.826150892490465,1,1,1,1,1,1,1,1,1,1
"sROI_bonethickness05",6.5418061979999e-07,0.000170246995290974,0.945765491558036,0.836299525609142,0.559425726007522,0.838524102844097,3.48957903199563e-21,1.75704675762722e-08,5.93888105855044e-09,8.86624748371662e-06,1.75704675762722e-08,1.82823798624689e-08,0.00078327442430242,1.79975925953248e-13,1.31554585033862e-11,4.17761291798648e-08,1.36215194105313e-08,1.39382859721418e-05,3.6575544490043e-86,4.5313832097915e-38,1.72588353177078e-43,2.34406584857174e-39,0,8.55716954082303e-29,2.8103782112122e-06,2.30375623233149e-38,7.45754135151215e-60,1,1,1,0.752385895396092,0.00301925584361305,1,1,1,1,1.55687763744396e-48,1,1,1,4.622967293896e-05,1,1,1,0.0833588624125387,2.73735955714339e-05,1,1,1,1,1,1,1
"sROI_bonethickness06",0.203044026125089,4.37820026549304e-07,0.282180552533513,0.225562187663577,0.0421479237856421,0.0745774651974029,3.0242488904588e-15,7.10314579133595e-09,2.87333766153292e-07,1.16786904393866e-05,7.10314579133595e-09,1.287908224125e-06,2.74792345337727e-07,0.0262236444011814,6.17567206752117e-08,5.74477230221025e-07,1.03407321876316e-08,3.42871344008945e-14,1.12766106558247e-96,3.45197104824897e-47,9.20447079481055e-69,8.87527300969112e-57,7.41522490539257e-32,0,1.5758170671848e-104,1.318416558851e-49,2.01348980764871e-10,0.068520383418419,1,1,1,1,1,1,1,1,1,1,1,1,0.0670959704284021,1,1,1,1,1,1,1,1,1,1,1,1
"sROI_bonethickness07",1.77515992804344e-05,2.00171635600594e-15,0.000954788329017538,7.05600293711893e-17,3.18838667736209e-15,9.2026643216363e-26,3.77986515473952e-05,0.389874508228155,0.322798845673196,0.29501091141273,0.389874508228155,0.400865434258783,0.318906219983515,0.1358109412806,0.00318709615566225,0.367834310439459,0.241628126635857,1.84746741782793e-14,1.40404776058142e-40,8.63490517709588e-17,7.4599472967199e-41,2.87822776092697e-24,3.00575209755315e-09,1.24965667500777e-107,0,2.56624757303762e-19,1,0.000264815765815002,0.280008817474495,1,0.398968114381446,0.0122498798047772,0.265029943678633,1,0.000191881489439028,0.0370623522567962,1,1,0.768707079679568,0.094904904821031,0.0909476112350684,1.74573202607688e-05,0.0116891814286945,3.15856550765128e-06,1,1,0.00011229193785389,0.00245760921816457,1,1,1,1,1
"sROI_bonethickness08",0.317514304105132,0.027701136267793,2.55640342142822e-08,0.0419496603139588,0.112949545914395,0.313981000609804,7.93811701750511e-45,3.16786637417532e-08,7.60840586893346e-12,2.53958933924936e-08,3.16786637417532e-08,1.19621380841707e-07,1.12473737495932e-16,3.87397186046931e-37,1.3631547860825e-30,7.70195464775969e-08,1.84326306374743e-16,6.20669040160358e-28,0,1.77637156808127e-203,1.00031152802032e-194,0,1.95731200707858e-41,1.09597334870693e-52,2.29129247592645e-22,0,2.73734580376079e-20,1.74321591710035e-16,0.237587586432864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sROI_bonethickness09",1.71588083341327e-15,0.00084009582280313,0.000514652322554161,0.000187659219425098,0.0596266907004422,5.41803082445628e-05,3.87395771610048e-24,1.13309425988793e-09,5.43366374662494e-10,5.55061254044807e-05,1.13309425988793e-09,1.34280203113087e-07,6.39365288071828e-18,3.30102521637514e-16,4.25070201948315e-09,3.87221938632421e-08,8.69055668028952e-11,0.00245662469108253,3.05290350588003e-59,1.7869120464586e-26,3.70294184775735e-18,9.75650169442795e-24,6.10773247462093e-63,1.99949335416952e-13,0.0443827085031631,2.43536103537437e-23,0,1,1,1,2.49598863075711e-08,1.84135308673171e-14,0.00043066840542414,1,1,0.040371054558669,7.09228724834149e-18,1,0.0953969039072605,0.0444865207977781,8.65616841672528e-156,1,1,1,0.0163252280149099,8.61809256729511e-12,0.0448924350214151,1,1,1,1,1,1
"v_23226_2_0",0.000397575550019543,0.000811654082366928,4.15686265399334e-10,0.0820491139890559,0.290510763126782,0.030905125349207,6.74256016157232e-95,5.93751752006327e-149,1.24652795356677e-126,9.53683429716763e-97,5.93751752006327e-149,4.12230787744554e-112,1.25924169104545e-92,5.24217487592994e-58,1.65845553189879e-54,1.04682094717214e-113,6.1241459165891e-100,7.1296388397339e-52,4.72448039671429e-20,3.66184616302973e-24,2.38701575472835e-33,4.58979628908264e-15,0.40768537312926,9.14824878750588e-05,3.06854885069528e-07,1.58907558532393e-19,0.163384606848772,0,3.85433217307122e-165,3.21246491421711e-41,0.000267772457344381,1.21940683233067e-05,0.00861626596485667,0.000342196848873748,5.19887401159086e-08,2.56836004999293e-10,0.0341640617354315,1,1,1.97239999151211e-10,3.61700324942597e-06,1,0.0091447576163402,1,1,1,1,1,1,1,1,1,1
"v_23239_2_0",1.36324171284918e-13,2.23886796293106e-05,6.03015712450006e-19,0.0671334016827251,0.965612948444468,0.105382851862282,1.60106307748294e-78,1.24758685049379e-134,3.26824247316813e-124,7.40514795815245e-96,1.24758685049379e-134,3.40893270293828e-116,1.21550649537032e-80,4.09574050749822e-58,1.97575389664178e-53,1.76036816323742e-116,1.65887697745602e-92,1.1412518689309e-40,7.53652132305891e-06,2.25283577355033e-07,1.75301570293002e-13,0.00812845261088157,0.820701894455463,0.0718320994285687,0.000392719239094664,0.000331826238034726,0.0871633069255035,2.94899171619834e-168,0,4.13871716236289e-165,2.10290465911052e-13,7.3189571697112e-19,1.49408103196964e-20,1.06637970623921e-12,4.98895411759709e-30,2.34067514325554e-21,1,1,1,7.60982083392491e-22,1,0.958681946248892,2.78503417763618e-25,2.49681786581729e-17,0.0526631124225824,1,1.42170555955659e-09,8.3356301203591e-13,1,1,1,1,1
"v_23300_2_0",0.45049971296343,1.86576288635662e-06,0.00278989593503108,0.399713784668573,0.182874049326226,0.295935306842664,5.71962399582335e-32,3.42428701493412e-48,3.23084515009399e-47,4.00469263376103e-40,3.42428701493412e-48,4.91110765124095e-44,6.54863684889879e-36,2.24803192722227e-29,3.53896434635192e-30,1.54141351022209e-41,1.08380962674308e-39,1.20013127837324e-21,0.060362532399653,0.00200874734061548,0.00430668242884847,0.682919534545526,0.461872941051787,0.465719496670806,0.0727450117908173,0.462178558141205,0.894142348694339,2.70865507100936e-44,3.16900242141109e-168,0,0.158786715358284,0.00266260688380793,7.60758680602629e-08,3.11079910642484e-07,4.31970559317275e-08,2.81097832108104e-10,1,1,1,2.57053166719208e-09,1,0.0405111143176463,1.0546516471874e-17,3.42417061588111e-06,7.60093345960648e-08,0.0781110891894833,1,3.51735733294759e-06,1,1,1,1,1
"v_51_2_0",1.08248344429697e-122,0.0100327847208344,9.88554099473462e-93,1.63407259482225e-06,0.46848882955347,4.23194509937103e-05,0.00350234884134876,1.8170162646349e-11,4.32442538023149e-10,0.000123234619064893,1.8170162646349e-11,1.19046922995538e-13,5.46897474396064e-06,0.000522745928471051,0.967135620516322,9.66194070269425e-13,3.84325201785281e-06,0.00463557158574033,0.466259061906628,0.359277105359549,1.3869460652766e-07,0.0339477018690759,0.00111962186814895,0.954200020743677,0.000568330647267017,0.00517667430790761,2.57583966022406e-11,3.10640901791625e-07,1.98013621385171e-16,0.00021992619855718,0,3.67900133783523e-250,6.36271022148535e-18,3.36119277057879e-10,8.88951159158619e-42,1.58122798042932e-14,1,0.0139104480552934,1,3.20397922003808e-18,0.0252316418865769,1,1,3.88740882490673e-34,0.000607808836478757,2.00196350925525e-44,1.61014445280277e-45,1,1,1,1,1,0.495596579359568
