"","age","tismri_TIV","tismri_volr01","tismri_volr02","tismri_volr03","classic_bone_med","main_sBMDH","sROI_bonecortex01","sROI_bonecortex02","sROI_bonecortex03","sROI_bonecortex04","sROI_bonecortex05","sROI_bonecortex06","sROI_bonecortex07","sROI_bonecortex08","sROI_bonecortex09","vROI_bonecortex03","sROI_bonethickness01","sROI_bonethickness02","sROI_bonethickness03","sROI_bonethickness04","sROI_bonethickness05","sROI_bonethickness06","sROI_bonethickness07","sROI_bonethickness08","sROI_bonethickness09","v_23226_2_0","v_23239_2_0","v_23300_2_0","v_51_2_0","v_50_2_0","sROI_headthickness01","sROI_headthickness02","sROI_headthickness03","sROI_headthickness04","sROI_headthickness05","sROI_headthickness06","sROI_headthickness07","sROI_headthickness08","sROI_headthickness09","tis_head","v_21001_2_0","v_22407_2_0","v_22408_2_0","v_23099_2_0","WHR","WHtR","v_874_2_0","v_894_2_0","v_914_2_0","v_20162_2_0","r_alcohol"
"sROI_headthickness07",0.37927207442862,0.635451601208732,0.0138352444217084,1.32434394291615e-07,5.91881976209341e-07,0.92189435633203,0.413984975546652,0.973216046612005,0.9017591567163,0.413984975546652,0.635256633777166,0.5298990904565,0.00800749670527184,0.598248766849543,0.946176652378879,0.419338744192507,0.0663142147831932,0.832217830544472,0.693232104337559,0.47507927615376,0.154044546306461,0.124780164610915,0.699322702842153,0.00355498959553531,0.187633754368339,0.000136604841209447,0.966835984912499,0.385258376238533,0.359403200871958,0.894905516426661,0.294676904982851,7.66512796889484e-26,1.43874312458985e-13,3.25024620116439e-05,0.246732703003224,1.02920272489123e-09,1.61978785444712e-84,0,1,1.84000788272072e-10,1,1,1,1,1,1,1,1,1,1,1,1
"sROI_headthickness08",0.0710809206989439,0.0177968377558377,0.0982706885607766,0.11000921469442,0.021839051560983,0.000287159415838745,1.01224667175785e-07,2.32806293602374e-08,4.0972089108392e-07,1.01224667175785e-07,8.72820695101091e-08,1.12552651392636e-05,0.027775064705601,0.0195545586465373,7.98826235953492e-09,1.27209505731788e-06,0.0554586880451052,0.117006120551478,0.134669092824011,0.000280710616211273,0.339038423303451,0.340297514004898,0.412107561319621,0.00534340051797085,0.379862927107707,0.106048676385431,1.54559030531764e-06,5.28020719160749e-11,1.26517607175566e-08,5.64711889034938e-05,1.82521817802963e-05,4.40408291569446e-64,1.4151309551149e-94,8.17232298342751e-38,8.44715961784034e-280,0.414996535767666,0.0188268736829257,0.279750321705967,0,1,6.07229680779096e-48,3.79926197212892e-38,2.45071454714957e-26,7.62231152373416e-29,6.27065834543717e-18,8.45963588904108e-11,1.07478927374141e-22,0.0773541618484633,1,1,1,1
"sROI_headthickness09",0.110881613201032,0.284599132003334,0.482035321193152,0.00139109718257895,0.0118741142777695,0.000375330990666561,0.142354586936999,0.0472444741698601,0.267724267078465,0.142354586936999,0.277403454920623,4.19785817125007e-07,0.0035214390146239,0.250695678609227,0.218836966021121,0.000254056077382174,0.509128155428336,0.0234304469037761,0.25160469746826,0.280802777778601,0.184793011960831,6.69172021084388e-12,0.359290170592398,0.0379705894323697,0.456208830211116,2.68818201883313e-103,8.10281675607183e-05,0.0833214902049418,0.255741185950658,0.0264546775566239,8.23460398986645e-05,3.05292260446979e-29,0.828770324572639,1.81064046413457e-11,0.135478915763591,2.20585691882371e-35,3.4604126393077e-16,1.67883930905175e-13,0.14148224617147,0,1,1,1,1,1,1,1,1,1,1,1,1
"tis_head",0.000381571571146828,0.6244976942259,7.06803436972996e-05,9.06110290605681e-09,6.10203031045156e-10,2.82144871092916e-08,0.0105713745864801,0.00440834844719409,0.153730953734653,0.0105713745864801,0.00255199496182489,0.00186224290900389,1.30885397890354e-07,6.63336463175698e-07,0.0142303060117087,0.0165470715680177,2.06284051362674e-22,7.40343057096864e-07,0.0003213086641392,7.57941913022163e-10,0.0014957131311557,0.000362660122478721,0.000377835367554085,2.11521148118145e-07,0.00204085587740833,0.0183052292430757,0.243172342724688,0.0577024934073679,0.00467805815627925,0.280458783882576,0.473290034485884,4.24292456420556e-35,5.90459255468599e-46,6.3587793060719e-34,1.16452977800257e-54,0.909651871885084,0.0896240568891655,0.349389866787162,4.9895618798611e-51,0.524570012318992,0,6.03729277344156e-63,3.42435229084828e-74,4.64949657496762e-59,1.00738935883311e-57,4.12056446811152e-32,3.08812220959021e-56,1,1,1,1,1
"v_21001_2_0",0.822219132924477,0.105464715593914,0.000309823614432809,0.08847146506235,0.000300391078245508,0.01501769090773,0.484138248470309,0.48459712936959,0.849255080580012,0.484138248470309,0.386276229616468,0.39400870320202,0.000358931648943305,0.0643816118005484,0.747911791474217,0.802919512539623,1.09565597937214e-10,2.65575473870927e-06,0.00454929024702045,1.32248665721209e-13,0.00740691386032008,0.000844729956620052,0.00183705780982206,7.42880521158117e-05,0.0101375409956446,0.0449350569684555,0.302718781251352,4.82837884044326e-11,4.22737839711748e-11,0.938808946264146,0.173588037668778,7.74382521359889e-36,3.91002727632509e-42,2.12900506857892e-38,2.29030553390475e-40,0.569260794256905,0.000608909078272245,0.293032765791516,3.16341546388753e-41,0.480142883755897,4.85703360695218e-66,0,1.78747908076098e-102,3.54703653605958e-124,1.25582093936952e-103,5.59267714913032e-53,5.48581948541199e-156,1,1,1,0.257551838235229,1
"v_22407_2_0",0.0166411896064904,0.0292102781149669,0.000738361801892335,0.00480465301922257,7.07297528736364e-05,0.000164537074693176,0.0711444887517111,0.0371127525218389,0.352110959420823,0.0711444887517111,0.0337078726898302,0.0301450544198457,3.26195148388936e-05,0.00221316774494106,0.104641666765975,0.0817217313755609,1.40478173446442e-11,8.55329679657169e-06,0.0169584286183255,1.95833128960489e-10,0.00577537555741301,0.00197150092686451,0.0036317540976107,0.0013609102064528,0.00428436461982582,0.00444326761371062,0.343885700783147,3.87001491107243e-05,1.42960453611862e-05,0.000766304049821185,0.022797372666507,1.30936528982433e-24,2.00587099924289e-31,1.03849146983655e-25,1.6112214066053e-29,0.894722400048419,0.029044097359073,0.991198946951132,2.09283906673747e-29,0.991456057937905,2.72206064455348e-77,1.3867176732048e-105,0,6.39893623374407e-82,1.00626333960585e-103,2.17067015119595e-61,7.43346320062868e-94,0.612803476088862,1,1,0.852286506726823,1
"v_22408_2_0",0.673322197784702,0.00548036950074747,0.00312987165210222,0.0803809894559721,0.0015661439305703,0.00571472642466543,0.52976367980997,0.299872897134764,0.920243470944483,0.52976367980997,0.188114095546368,0.318220538529599,0.00268909484191652,0.0181105181558848,0.308225593564554,0.524625701974308,7.44466570752566e-10,1.08982240439374e-06,0.00381274322553696,1.32794025110538e-12,0.000708628740144291,0.00168134881862815,0.000390840776584806,1.71475236202422e-05,0.000722029740823245,0.107701221104233,0.510486726559004,4.21490380996189e-05,0.000224563121863928,0.00214313557345115,5.53520526424998e-05,8.55355482369254e-24,7.47094128278005e-33,5.44275287232142e-28,6.59642532794272e-33,0.489764270253167,0.140376531269962,0.99712207281175,6.48707363722057e-32,0.227044760580359,3.7708812449048e-62,2.72012004299047e-127,5.04647967960889e-85,0,1.26026729064613e-123,9.33307357829918e-48,4.93824783577083e-101,1,1,1,1,1
"v_23099_2_0",0.0573257484093537,0.864186048967276,0.0082643871315248,0.0329826887801605,0.00124870012319725,1.88323563713128e-05,0.0489304797782392,0.0133766341470355,0.281226372465293,0.0489304797782392,0.00436731191227697,0.0309054342952979,1.64386862662756e-05,0.000594075306062093,0.0246628603884266,0.0679851097226854,6.61415722425812e-12,8.69856117465729e-07,0.00238873545858542,7.9256583709752e-12,0.00407436120738623,0.000583791604751658,0.000489629792593975,0.000221587927781005,0.00491705473562656,0.000448767163214798,0.269826882410984,0.0154569607680423,0.00534783389013046,0.982282807040645,0.439537460907884,6.72102768778055e-20,1.75085362195649e-23,1.37210171791945e-22,4.39554285502268e-22,0.940495441645257,0.0349162105842746,0.813556128163946,5.48614028472194e-21,0.81014123509207,8.19682147138413e-61,9.73504604162419e-107,7.7944487963273e-107,9.67947227838806e-127,0,7.66931989329915e-54,8.88980968016461e-109,1,1,1,0.268142481678994,1
"WHR",0.0150455270025405,0.0133471814330185,0.0107982101058817,0.270366182447179,0.0159600528557713,6.58295579747826e-05,0.0437691611816834,0.00844565300367462,0.0954141408270179,0.0437691611816834,0.0249655973580484,0.000518182978635641,2.9336732924474e-06,0.000894325541378625,0.0270670392610507,0.00660930631889394,6.87723083714029e-08,7.69619137608153e-05,0.0206989341225119,5.62167170771086e-08,0.00720074206027929,0.00842304081134563,0.038060540697932,0.00938154407283137,0.0128297783435026,0.00121210063189918,0.0621121267124699,0.408358305222068,0.025873827621199,0.133871318561025,0.695014147934687,1.01003542824045e-11,3.51664669912777e-13,5.30406850189824e-13,1.61303163669265e-13,0.829658970681413,0.176282262356881,0.703942404986535,7.68359299640425e-14,0.576404296407044,3.47141067237702e-35,4.57665887817538e-56,1.74912985591938e-64,7.67522498215393e-51,6.26578422655159e-57,0,5.66955934682437e-117,1,1,1,0.0105960509548075,1
"WHtR",0.017469778901764,0.338358086995723,0.000237302556296149,0.0208721424091087,6.62912603223445e-05,7.81615421953029e-05,0.125845442058562,0.0667281192759139,0.40379958274327,0.125845442058562,0.0671254043764486,0.0209471447864612,7.8779739531682e-06,0.00367652578443385,0.167005834748285,0.118027406072037,9.39698318576744e-11,1.41877892149806e-05,0.00983503479828685,2.47614055062092e-10,0.0169983243383762,0.00126005161285033,0.00970481921722006,0.000569992833036407,0.0131321200594634,0.00460820472456027,0.334126740055695,0.00125038539056155,0.00010737644678461,0.0231999608879035,0.001242642646765,2.74163122254296e-23,4.8561769619235e-23,4.84499302569099e-25,1.82639511312658e-25,0.526763807403495,0.00367289309817144,0.683039738193106,9.25744421827231e-26,0.862634854512352,2.51885987731665e-59,4.17490067382952e-159,5.80739312549116e-97,3.84000609313439e-104,6.86471789974101e-112,4.3645568489795e-120,0,1,1,1,0.00479124803286652,1
"v_874_2_0",0.968954171843528,0.00260457128881405,0.834900277975354,0.161841795476435,0.188969914498222,0.860305750304903,0.76981167420336,0.84213644846349,0.466293632624108,0.76981167420336,0.988476419250482,0.744135571845106,0.737768080193885,0.739168081883357,0.988382423443182,0.66913963078151,0.0572239925993651,0.0215899524037911,0.269478724037632,0.00951021425266308,0.0772215239994854,0.29280889547194,0.115579603454783,0.519083955225778,0.024414664951659,0.226940525647519,0.422668673588083,0.208079771828348,0.334577050532423,0.00179451791165266,0.000404975351896514,0.000373993534263275,0.000398666869134726,0.00117061831359743,0.000179830815259212,0.338007574477643,0.692886939883171,0.727994587445889,8.29090695053197e-05,0.650901957208675,0.00684508886498138,0.00240924563424626,0.000696367586464616,0.00502413124650346,0.0156393586535904,0.142329023455136,0.0180358762279114,0,6.08473053173187e-10,1,1,1
"v_894_2_0",0.000862510295039654,0.343823572462965,0.97310675084416,0.501136741409087,0.750107350171409,0.61658537945337,0.605013833700744,0.979243954270451,0.85076277970686,0.605013833700744,0.901683695668022,0.879037956280329,0.608563202568544,0.836698412246421,0.875290697301034,0.951342930035706,0.440599021726184,0.85917229364715,0.830260527563037,0.389448233081723,0.608774425478305,0.617813652687875,0.88481235495642,0.457455510015014,0.727355083219785,0.760470754484342,0.759069236160547,0.728045183953014,0.990152218714702,0.685105106115211,0.728020621456721,0.017961791264463,0.203405731852031,0.0130019940196747,0.0115456916737803,0.377737826101632,0.566557277985186,0.13982109870311,0.00291022227564563,0.544308004128353,0.407528636185119,0.525038601018122,0.461830148463648,0.744053875758015,0.858977903106392,0.78450436825455,0.918557871985548,5.57209755653101e-13,0,0.000148943651294335,1,1
"v_914_2_0",0.0456159845720149,0.26511407824062,0.781350088625203,0.337848517767138,0.553136693581105,0.460292208725011,0.45003613079112,0.351627883470356,0.248716871493375,0.45003613079112,0.298789281441471,0.291288192644307,0.618569686330193,0.473881245483683,0.393111408523832,0.139452612348392,0.39320202072182,0.462759009181002,0.719996789418936,0.511359145127224,0.377839413145861,0.0593747108788258,0.781755639614598,0.143459315670498,0.348320409687461,0.104378580403049,0.167858315510902,0.168718775336404,0.79992746212747,0.842787173977094,0.287592302837752,0.836315105571683,0.0917569945855721,0.76566817104792,0.283013147758037,0.227378241820522,0.264452664099441,0.561729435542717,0.0752170158729016,0.15588510511466,0.307100011030525,0.45941893998025,0.0306221234573364,0.187488625019296,0.203490511980329,0.0232510258742096,0.0744937143857919,0.00500010439794156,1.45737427880954e-07,0,1,1
"v_20162_2_0",0.882099417886267,0.843583008814185,0.19119925649885,0.201606403036229,0.0579069078420351,0.00980510086827859,0.0084901350228058,0.0144237104335973,0.0209114356683496,0.0084901350228058,0.0105601822791668,0.0824920750245832,0.00799351318456997,0.0110850377786835,0.0293434916810708,0.0915190988556762,0.00208818630170571,0.117919772273943,0.226267482772381,0.0532706123839071,0.192731776705487,0.326195137260232,0.0927826185319565,0.152889166803936,0.212606873015907,0.880534160635203,0.0616424118227978,0.93317080777913,0.0873067977620543,0.898241938839724,0.778668013683033,0.259853241796938,0.0428769888913224,0.145989742841464,0.0585116998589323,0.756632759277368,0.725457877915203,0.707059172784634,0.0751063309354197,0.304527128395511,0.0040727645860817,0.000283023998060692,0.000984164557421273,0.0103115056951647,0.000295636694243654,1.08566095848437e-05,4.84944132881226e-06,0.257927581576923,0.978335968141855,0.428891878895508,0,1
"r_alcohol",0.445797196876225,0.00977071271434366,0.0741463265556524,0.617183844830179,0.114549521825416,0.346404629105417,0.58240291720088,0.225079029980534,0.0145681636765831,0.58240291720088,0.283864375442974,0.258882395709944,0.616956497970313,0.0899328989384586,0.439833790621849,0.169479238900656,0.539853647753401,0.365264161156815,0.890239674503725,0.655577682132557,0.437752110160841,0.712312717421894,0.768994165633004,0.307471106026582,0.358818095669875,0.61277761598264,0.311143161368977,0.430921395040953,0.750049088456952,0.250740831259546,0.138832874476376,0.317417321664495,0.46134759525157,0.451163896979099,0.0573201012505715,0.928599267764937,0.501898090211157,0.191867673514285,0.0800492203527509,0.967732091835578,0.904772035979768,0.189772148718097,0.139374945525156,0.074485547602715,0.107522019896691,0.565974633340256,0.299179788314645,0.991184741215669,0.410340028056945,0.324766098092511,0.218685239626609,0
