"","age","sit_height","VAT","ASAT","fat_percent","BMI","BMD_head","BMD_total","T_BMD_total","femur_BMD","tismri_volr01","tismri_volr02","tismri_volr03","tismri_TIV","tis_bone","vROI_bonecortex03","sROI_bonecortex03","main_sBMDH","sROI_bonethickness01","sROI_bonethickness02","sROI_bonethickness03","sROI_bonethickness04","sROI_bonethickness05","sROI_bonethickness06","sROI_bonethickness07","sROI_bonethickness08","sROI_bonethickness09","tis_head","sROI_headthickness01","sROI_headthickness02","sROI_headthickness03","sROI_headthickness04","sROI_headthickness05","sROI_headthickness06","sROI_headthickness07","sROI_headthickness08","sROI_headthickness09","waist","walk","moderate_PA","vigorous_PA","smoking","r_alcohol"
"sROI_bonethickness03",0.107783404018899,0.0711996777919087,0.279634569650578,0.310062554106733,0.299585283718111,0.282370215788458,0.406447809583971,0.270628993962032,0.270593070326156,0.132420363106165,-0.0843062642609171,-0.160585663318395,0.149076577847945,0.252794745782652,0.236437171523875,0.348311332480583,0.0342247871837878,-0.0342247871837878,0.855711199437898,0.632929164332358,1,0.754193591881481,0.396104701509986,0.526230422364642,0.374435697526098,0.746961682680017,0.37299644131257,0.270715121571681,0.154988592030535,0.137881958402007,0.27679086959329,0.160814029711024,-0.079328928354657,0.0273548353279861,-0.0320136869697047,0.161782969608165,-0.04832554774051,0.309912583832395,-0.119375560117547,0.0412222559889734,0.0351678747147513,0.0864883502257296,-0.0199949883987658
"sROI_bonethickness04",0.00569265941584903,0.120289752610827,0.123280347915033,0.150945553518374,0.128245400914905,0.0735397344669289,0.312952737854415,0.149693468329733,0.14966408143214,0.0255552080608073,0.0576747557235253,-0.0995849520004413,0.007848822753419,0.230097150477929,0.438181829266501,0.354904453688643,0.143881244760044,-0.143881244760044,0.917710537117737,0.813129669730263,0.754193591881481,1,0.342052034091377,0.455634299889434,0.319912076105095,0.948227627242609,0.342392307525969,0.141651128368678,0.00522088601125544,0.0286236521121561,0.0494491317304228,0.043039906357372,-0.0385796789482773,-0.0208882935584504,-0.0638401174891213,0.0428442116029351,-0.0594031233151932,0.138063650886477,-0.0815019738387816,0.0245222785828332,0.0472136587424463,0.0583477709469422,-0.0347800885055496
"sROI_bonethickness05",0.123116425793111,-0.0349261485578874,0.138072098798239,0.140145086851687,0.153272253210814,0.149370616376765,0.00787736083284001,0.064062942089364,0.0640320253487137,0.0618912644774006,-0.0362743605324183,-0.0737111478837525,0.0591234807025172,0.167185464829019,0.20097427176561,0.116889655196084,0.0983846723756628,-0.0983846723756628,0.529831793350657,0.323032279926292,0.396104701509986,0.342052034091377,1,0.287273102721619,0.139567565164963,0.362039385802777,0.517231353888046,0.158854136666829,0.285755353318955,-0.0496310187735311,0.23163447501172,-0.0582796377069527,0.624822987257965,0.140192120320759,0.068738782503246,-0.042732758212481,0.300596044884317,0.110667234312085,-0.0485731141881217,0.0239057245177685,0.100738863669007,0.0439965804546562,-0.0165313318474436
"sROI_bonethickness06",0.167737303925665,0.0577941655506872,0.129845683429402,0.157988877872843,0.15535624314424,0.114485320133395,0.203652229710149,0.161971454758969,0.161954259025354,0.109788313597693,-0.0923953276375968,-0.136397983972761,0.134868425790012,0.112320950849427,0.141349833854432,0.184668054128485,0.0911864165883679,-0.0911864165883679,0.584800469730048,0.416747159023411,0.526230422364642,0.455634299889434,0.287273102721619,1,0.610360461171611,0.444785107263068,0.25878867589677,0.158380713438048,0.0638866434792067,0.0186749387673287,0.131841771844911,0.0387920604783366,-0.0515464573198644,-0.0504513314919821,-0.0173149925844491,0.0367596376253262,-0.0410824122174724,0.155706142200349,-0.0726049342547057,-0.00694198068592909,-0.0148389849242427,0.0752537988860458,-0.0131666381602159
"sROI_bonethickness07",0.219342794676068,0.0619392929526223,0.14285652571167,0.190968382289183,0.164443752004289,0.16050360456392,0.180398200558816,0.124131937298582,0.124086424170292,0.115315587402945,-0.224409565796948,-0.252950564801168,0.31185065289338,0.0193999537902055,0.0771418438565495,0.203252032910574,0.0112347895674775,-0.0112347895674775,0.396163712781717,0.257110937686339,0.374435697526098,0.319912076105095,0.139567565164963,0.610360461171611,1,0.313894928115365,0.0811392158196399,0.229524759976141,0.0954738299745269,0.0631092172146721,0.148507181670452,0.125962209102861,-0.0876740517379803,-0.0302672476067163,-0.130141076674781,0.124401512419322,-0.09283637539816,0.191568990562589,-0.029781429421682,-0.0355944428180426,-0.0782500804690548,0.0640193766905649,0.0457306391830437
"sROI_bonethickness08",0.0371972316055409,0.13644306679341,0.127540524771826,0.150718866665249,0.125591147855216,0.0720024539221699,0.334683139024119,0.168664415185068,0.168626194881012,0.0372097079830966,0.0487293709533036,-0.0925877676579503,0.0103570574937181,0.24434906217565,0.40616363770016,0.341984401806243,0.115015988396241,-0.115015988396241,0.91711268462201,0.800329598268692,0.746961682680017,0.948227627242609,0.362039385802777,0.444785107263068,0.313894928115365,1,0.34705434482764,0.137618207362494,0.0163016626840094,0.0184721863120623,0.0707682840575251,0.0338834404789904,-0.0405616599814387,-0.00516827778945923,-0.0590217208355759,0.0393552977000438,-0.0333963567990407,0.142798115234931,-0.103695270567292,0.0167055263710948,0.0502063580760463,0.0558382676411935,-0.0411227570015131
"sROI_bonethickness09",0.113708883809045,-0.104561096543377,0.127027636499853,0.0720261276621544,0.15637919991347,0.0787975672553329,-0.00979444082322942,0.0361757845171076,0.0361826939410841,0.00959595976565737,0.0293105912846152,0.0686434506662026,-0.0673918269778532,0.110726285507159,0.219050322150894,0.119801299331816,0.113915145679498,-0.113915145679498,0.536032724237893,0.331614573757043,0.37299644131257,0.342392307525969,0.517231353888046,0.25878867589677,0.0811392158196399,0.34705434482764,1,0.105484419100518,0.348437382099494,-0.0313542182093941,0.266542765347274,-0.0716333420061701,0.367901094241389,0.204279827438322,0.1697630275723,-0.0723654925664603,0.779649201577878,0.0780052251768285,-0.0557793530122858,0.014607868116337,0.0868279626442889,0.006738055565021,-0.0226879144575446
"tis_head",0.158266875868312,0.0483600794628649,0.708120647994291,0.653212853532495,0.647744625796352,0.567544769719135,-0.0522892003763086,0.0849216573844505,0.0849381153730659,0.126299350129056,-0.176763039391794,-0.253458332892718,0.27216602104081,0.0219427618005988,0.133585487461515,0.416609832310785,0.114244092515801,-0.114244092515801,0.219241365668793,0.160244676795611,0.270715121571681,0.141651128368678,0.158854136666829,0.158380713438048,0.229524759976141,0.137618207362494,0.105484419100518,1,0.514236003111567,0.578263682280356,0.506402064359848,0.621043889967217,-0.00508757607209196,0.0759897332157139,-0.0419356073557187,0.603973330935336,-0.028522547121667,0.640205253357757,-0.124452937568962,-0.039673129627032,-0.0546685811740471,0.128250884733453,0.00536364041688791
"sROI_headthickness01",-0.0145362710532955,0.0724803745209341,0.435939411458015,0.428914112301899,0.392847000111834,0.461970926522249,0.0506827872458576,0.195063030385737,0.195090424454721,0.192299164887741,-0.0675806619307031,0.051953760575687,0.0193924966783905,0.0987519155979849,-0.0793989344366223,0.1072769431303,-0.0924599084107763,0.0924599084107763,0.162591752997841,0.0519715090904124,0.154988592030535,0.00522088601125544,0.285755353318955,0.0638866434792067,0.0954738299745269,0.0163016626840094,0.348437382099494,0.514236003111567,1,0.655058311497042,0.839260334179325,0.649287841397541,0.469339967473146,0.532289002580567,0.446260740014768,0.660920242163913,0.473029347586324,0.430560503285973,-0.163266692191174,-0.113031622182676,0.0110671209510053,0.0504834778731738,-0.0448011693795568
"sROI_headthickness02",-0.0962182338609262,0.198237442566535,0.489045452764004,0.499091644061378,0.426188718465375,0.468071560293943,0.139633846749939,0.222464548606287,0.222517572814938,0.197798283411887,0.04340056813704,0.0187595204438689,-0.0325707294671023,0.0832885171411639,-0.157873401967987,0.108736066260255,-0.106967437722404,0.106967437722404,0.0598567707217705,0.0568767055377227,0.137881958402007,0.0286236521121561,-0.0496310187735311,0.0186749387673287,0.0631092172146721,0.0184721863120623,-0.0313542182093941,0.578263682280356,0.655058311497042,1,0.466040849568154,0.77025425182245,0.00560954418835467,0.219032667212083,0.322542303061405,0.758263428226877,0.00969632957786151,0.482749125911947,-0.162505065776744,-0.0608917254227841,-0.0901410141088261,0.0905970192651187,-0.0330167344490391
"sROI_headthickness03",0.00317259920309615,0.0667856239391279,0.445173071428901,0.463451557420417,0.418214637853028,0.484215767450147,0.0793312670369194,0.195394501025344,0.195407687010317,0.173164540970062,-0.167012365078951,0.00559133376635068,0.119641887750892,0.11140965366011,-0.0406157891176904,0.178561015100454,-0.0434836890685843,0.0434836890685843,0.201482918287576,0.0829124375184325,0.27679086959329,0.0494491317304228,0.23163447501172,0.131841771844911,0.148507181670452,0.0707682840575251,0.266542765347274,0.506402064359848,0.839260334179325,0.466040849568154,1,0.52208576699336,0.273462496102384,0.278527374163468,0.184686848044845,0.531586327651815,0.294593423584421,0.460203265904955,-0.14912434016648,-0.118596279123048,0.0159644433736504,0.065111809586002,-0.033771386611764
"sROI_headthickness04",-0.0921740039100237,0.180886464795341,0.475113829468978,0.499465301784211,0.413609237915398,0.472736765912799,0.210687934977782,0.284374658448585,0.284390694038907,0.253152262836015,-0.060627328391546,-0.0756781775387745,0.0965108172598482,0.0941206095180167,-0.249580273374747,0.0886935632888353,-0.229407178284594,0.229407178284594,0.0687462531340239,0.0720931445958763,0.160814029711024,0.043039906357372,-0.0582796377069527,0.0387920604783366,0.125962209102861,0.0338834404789904,-0.0716333420061701,0.621043889967217,0.649287841397541,0.77025425182245,0.52208576699336,1,-0.065632686406668,0.0914615426264787,0.0518967085689184,0.960869395964509,-0.0668544818359577,0.502048404029004,-0.171768612045893,-0.120588135942212,-0.0574608129907567,0.0846658036544238,-0.0850678993071048
"sROI_headthickness05",0.0126139564460823,-0.0946476228488263,0.00593282430084834,-0.0309583995486061,0.00334668999763812,0.0272228036641086,-0.182179845836332,-0.0512884033082216,-0.0512655515229526,0.00211608856592652,0.0362368927887144,0.0729204052037274,-0.0741412914305604,0.0249763257035983,0.0935248148468595,-0.0488797510383462,0.0736637806213318,-0.0736637806213318,0.0871249294097016,-0.0377208186521709,-0.079328928354657,-0.0385796789482773,0.624822987257965,-0.0515464573198644,-0.0876740517379803,-0.0405616599814387,0.367901094241389,-0.00508757607209196,0.469339967473146,0.00560954418835467,0.273462496102384,-0.065632686406668,1,0.337538094455121,0.268653061955268,-0.0365330962699453,0.516098821554402,-0.0353972348696768,-0.0442432944700311,-0.0422489454787481,0.0645954737739379,-0.0138935036921109,0.00401740005150463
"sROI_headthickness06",0.0448646619147196,-0.030136705895385,0.0976327335604911,0.0660300304590048,0.0943576662673621,0.152240609623097,0.00285749956715825,0.00555328674626252,0.00553154225892605,0.0134636221776156,-0.0127497046360004,0.0657049022424321,-0.0397843076258482,0.0287576364109122,0.0690883889008795,0.0339354173705695,0.0121453038683996,-0.0121453038683996,0.0644966719179697,0.0245057850808071,0.0273548353279861,-0.0208882935584504,0.140192120320759,-0.0504513314919821,-0.0302672476067163,-0.00516827778945923,0.204279827438322,0.0759897332157139,0.532289002580567,0.219032667212083,0.278527374163468,0.0914615426264787,0.337538094455121,1,0.730479772982121,0.105020067203159,0.353775112081654,0.0869160086186442,0.0182448538512415,0.0274584705309766,0.0597237242196824,-0.0157434054362875,-0.030099201797601
