"","age","tismri_TIV","tismri_volr01","tismri_volr02","tismri_volr03","classic_bone_med","main_sBMDH","sROI_bonecortex01","sROI_bonecortex02","sROI_bonecortex03","sROI_bonecortex04","sROI_bonecortex05","sROI_bonecortex06","sROI_bonecortex07","sROI_bonecortex08","sROI_bonecortex09","vROI_bonecortex03","sROI_bonethickness01","sROI_bonethickness02","sROI_bonethickness03","sROI_bonethickness04","sROI_bonethickness05","sROI_bonethickness06","sROI_bonethickness07","sROI_bonethickness08","sROI_bonethickness09","v_23226_2_0","v_23239_2_0","v_23300_2_0","v_51_2_0","v_50_2_0","sROI_headthickness01","sROI_headthickness02","sROI_headthickness03","sROI_headthickness04","sROI_headthickness05","sROI_headthickness06","sROI_headthickness07","sROI_headthickness08","sROI_headthickness09","tis_head","v_21001_2_0","v_22407_2_0","v_22408_2_0","v_23099_2_0","WHR","WHtR","v_874_2_0","v_894_2_0","v_914_2_0","v_20162_2_0","r_alcohol"
"sROI_headthickness01",0.383296536679734,0.12868713071956,0.0784808684707824,0.316082076283618,0.0421259829740747,1.86430748438865e-05,2.25757132338608e-06,0.000151325039394776,0.00565722257124231,2.25757132338608e-06,2.12934801796063e-05,0.0166416980365807,0.242566027534335,0.0102273440351168,3.57709954314511e-05,0.000616315117793172,0.000461364116292601,0.450152704149069,0.383610801623694,0.677106126656121,0.458457312934543,0.197329148411877,0.00237215883999932,0.78182241938402,0.194515222450514,8.78591973580255e-08,0.000795077228863875,2.43682190937887e-10,2.05921955256432e-07,0.845183120299146,0.302605835482603,0,1.27417339903871e-68,2.95624907704111e-124,2.83005967897618e-69,1.18790002491315e-26,2.31327686501798e-25,6.1286908070799e-09,8.47340087721409e-76,2.18117425573408e-19,1.2131776113627e-40,6.57933372918919e-29,1.47276525791452e-23,3.30511538515359e-23,4.22806375322862e-19,7.08079716288087e-10,1.26255086267617e-23,1,1,1,1,1
"sROI_headthickness02",0.00313126285457347,0.816962015470705,0.559334527666983,0.997559854562154,0.857071051121517,5.4597132118006e-05,0.00085012652998677,0.00425052622502991,0.093721548282769,0.00085012652998677,0.00232601810588796,0.00676478114922568,0.11104997082813,0.00148040794343505,0.00279281057444347,0.000352705164281345,0.0453988083046782,0.519700527045196,0.0809442140237898,0.485693525083919,0.459289665223362,0.270547225490415,0.0814959292692895,0.301432902661818,0.958907833041288,0.658482695186565,0.00039542280696525,2.75754520403149e-07,8.58079789366781e-06,0.0538025394351341,0.179912875666159,1.04354905736176e-71,0,1.09066016896664e-40,1.07430628359989e-80,1,0.35574787421723,0.122240044360393,6.33175455521372e-84,1,7.83312224398701e-48,1.1339061233645e-25,1.03302737943945e-22,4.35443567322149e-23,2.18150380305811e-19,2.31980352007222e-09,2.49399656654237e-20,1,1,1,1,1
"sROI_headthickness03",0.487579391666466,0.148531123674917,0.0238465489869024,0.0592390706546459,0.00447127959372311,2.78936971648503e-07,3.03357527926732e-08,5.33831837275625e-06,0.000349074998961647,3.03357527926732e-08,1.05712922027433e-06,0.00149542790942696,0.0256734293469736,0.000632315921165957,4.93408866771362e-06,1.55268918191315e-05,0.000299545771253704,0.0578155515818817,0.00442038898963551,0.0390810149428891,0.411097126324834,0.797506030332441,0.00984058923350686,0.145506988074435,0.694674537401545,0.00742954751824772,3.12713222459262e-08,3.04579589858059e-17,2.88643264174565e-12,0.678629658541756,0.751760217762787,2.32958950121443e-127,9.1883754757088e-44,0,2.72985442363782e-47,4.19871002310484e-05,0.0369791925262388,1,3.83056246863942e-49,0.0111900196899654,2.03318818414812e-55,1.38528012529021e-49,3.89737780183948e-40,9.58513824982351e-38,3.5317943659595e-33,4.9304839425068e-18,2.53933058623419e-41,1,1,1,1,1
"sROI_headthickness04",0.111238403873257,0.0667824073269052,0.00373307733552879,0.0164618425573585,0.000210013673405106,4.48853824179599e-07,8.72325625701429e-07,6.61367462877326e-05,0.00643298467605568,8.72325625701429e-07,6.78061494136732e-05,5.36665476905954e-05,0.00756865916681338,0.00428602394287027,0.000103999943022076,7.14857415982061e-06,0.0126579596044185,0.341479622003681,0.066035176203589,0.0749495030956998,0.19868721406763,0.723872866548187,0.227643079872813,0.105081071278338,0.784759652400206,0.201419589227498,6.62707446158792e-07,3.22600014770001e-10,1.19811680109683e-06,0.0507622541005825,0.0111980421082916,2.31592445088067e-72,8.70588560453721e-84,2.28822667530412e-50,0,1,1,1,6.45297399335696e-260,1,8.40076180831655e-72,3.0093092672063e-21,4.47969417941848e-19,3.35459558742459e-22,7.29543156536121e-17,5.64446333000825e-10,3.24394479192418e-17,1,1,1,1,1
"sROI_headthickness05",0.646154334113665,0.917813812634934,0.991118622647115,0.128070411349773,0.426796977441041,0.204011215353324,0.122658092873489,0.153195262479214,0.191896137699801,0.122658092873489,0.100974708761068,0.793808936086716,0.51173799361664,0.49179199466772,0.0482963538958695,0.734395432002507,0.00158204590418138,0.148934611404085,0.0696934500829901,7.63735850364581e-05,0.00347395132743004,1.69546024977751e-05,0.00266569153859639,0.110241677651978,0.00092073219128916,0.000223738825379246,0.18340645683829,0.206527994337801,0.170341429857947,0.0760549687037435,0.00208721350882039,1.01878218260133e-29,0.141205519420068,4.14892294773205e-08,0.403579130394341,0,2.32264648089154e-13,2.0937844800082e-05,1,1.10734404013112e-21,1,1,1,1,1,1,1,1,1,1,1,1
"sROI_headthickness06",0.299178180135879,0.361110268859565,0.385797897280289,0.0921002774002853,0.143036527513376,0.967186771088885,0.110390787972941,0.425652870660086,0.459442999719558,0.110390787972941,0.329841238376746,0.606909753492144,0.0100377505200789,0.791265853814316,0.316884353195499,0.760386848443958,0.0169751344594478,0.665126328724643,0.199047360958441,0.141719671009713,0.229541554885819,0.840829146645586,0.0356220531676248,0.737971625830361,0.315611327459197,0.0466584887617483,0.538550942429514,0.0882573272069052,0.70730858999566,0.296290445759547,0.0068561328428129,1.99420419398101e-28,0.00040564181780756,4.04586351490578e-05,0.0776651096897352,2.11149680081049e-16,0,1.00120242040318e-60,1,2.59641892545414e-07,1,1,1,1,1,1,1,1,1,1,1,1
"sROI_headthickness07",0.686667638997767,0.410540453853176,0.0233693088173677,0.00181191018744266,0.00126324822799808,0.98198390023164,0.821829436445151,0.961035631310761,0.700116179887366,0.821829436445151,0.735402413306504,0.442355275661382,0.0775605657090628,0.937347731360853,0.782289861629246,0.311194413398287,0.0352576489723899,0.4029691601865,0.0374603737285759,0.0688909131254515,0.132131100077613,0.997626925090066,0.97451893200161,0.0346735510097662,0.118732137482501,0.0244056911829162,0.195166332463457,0.562914239919645,0.511207059246514,0.205764792308385,0.009432525452016,5.72240038009327e-12,0.000136124771002665,0.808500874212737,0.327321521091192,2.04271656586166e-08,8.24034913912082e-64,0,1,3.67956691699451e-06,0.323706098007204,1,1,1,1,1,1,1,1,1,1,1
"sROI_headthickness08",0.083796984005838,0.0854101761440559,0.000612958652202374,0.00670547321033679,1.87489075310123e-05,1.23621141277922e-07,1.79420818371883e-07,3.02132663709211e-05,0.00720862970546501,1.79420818371883e-07,4.15080434161546e-05,7.95833732188015e-06,0.0035729447238894,0.00133102979361894,4.84710140094055e-05,6.59144014637063e-07,0.00573785287937292,0.78719694149117,0.332794541427167,0.246714266126187,0.68417249851648,0.516472931705728,0.0632248039425833,0.25695897194941,0.672682612441397,0.418097197359066,1.00039494712731e-06,2.06235956631649e-09,1.03181800214987e-05,0.0277486343238847,0.0178945006031718,6.90578718599355e-79,5.12277876635414e-87,3.2001357298575e-52,4.89232296691202e-263,0.284108420217925,0.0231204944955442,0.495847418843945,0,1,6.95251882905543e-72,2.22815507413403e-22,6.84240713952952e-20,7.06359117808618e-22,9.01374186112308e-17,7.95055878142288e-10,2.23052610695079e-17,1,1,1,1,1
"sROI_headthickness09",0.280594627366483,0.206413150272768,0.325492234806827,0.388979859309369,0.201839205350145,0.148308725650955,0.462972212952958,0.585136052295317,0.884415604560614,0.462972212952958,0.743574341990389,0.00216541794936609,0.107238901327449,0.339583101254833,0.87255186076515,0.085997362482048,0.592671713264745,0.0994464030663486,0.009650811471961,3.10500685807272e-07,0.000380533475951492,0.866594726399997,3.50759367671555e-06,0.000843173860356763,0.00129944228578326,4.02819771048779e-43,0.000115027477555674,0.154939142377577,0.723409854814839,0.0843330269019565,0.00107665286246435,1.92683238139053e-22,0.600712570471218,1.1955149241416e-05,0.0682288758807773,9.6880493449792e-25,2.47277992900394e-10,3.54828053712104e-09,0.254839496262595,0,1,1,1,1,1,1,1,1,1,1,1,1
"tis_head",0.00934758616646797,0.706522313070171,1.0878507377903e-05,9.69034539975181e-08,9.15733810507243e-10,0.869568361012916,0.723665312930324,0.354656518053772,0.0907835506916043,0.723665312930324,0.247162883785743,0.777578193579432,0.0617394783937855,0.240985460795014,0.22336408926781,0.808722360395582,0.00489129607338359,0.184804421875553,0.128438853526092,0.0351185378541303,0.118868660818401,0.750988978337234,0.558433865712629,0.0019118818976305,0.658304381269485,0.833678823770499,0.279807705673907,0.00101972704020206,0.00315501638490862,0.763452607542163,0.48028522654717,1.02291535528052e-43,6.55491401170461e-51,1.68310280144712e-58,6.86897940173062e-75,0.463674813413674,0.62191513083673,0.00036784783864455,5.68016244203875e-75,0.0243285983421591,0,1.02245207452199e-53,1.51395774594912e-67,1.15676762377427e-56,1.16329169402607e-54,4.58263892029755e-25,1.85678884517778e-50,1,1,1,0.0028901545413054,1
"v_21001_2_0",0.975883338508473,0.149490069508471,0.106650193923935,0.0778783332935672,0.0296035040239341,0.0182905718565538,0.000925143328829901,0.0239509640911819,0.110115040140646,0.000925143328829901,0.0193359095905684,0.0528472316694178,0.778984313436255,0.0951168094304503,0.0323782074443794,0.00654012562789049,0.534472305971697,0.0123597188103313,0.00314522191708718,0.0030923456469863,0.0492100106305349,0.367571758778811,0.539567890323741,0.126606193748814,0.123049526485843,0.151968605109156,3.23929501199814e-05,1.02859587939034e-14,7.58225714353918e-11,0.405165887285314,0.0485518277805776,5.61376598053685e-32,9.75822825614889e-29,1.15632731660285e-52,2.6420625699792e-24,0.713797411585831,0.0720657238348948,0.0798175895257478,1.94428889540492e-25,0.895731024040662,8.48507945661403e-57,0,1.51909378750288e-103,5.29054888484487e-181,2.31666535473065e-147,7.0520805682368e-24,1.03418814549809e-149,1,1,1,0.00613227459060999,1
"v_22407_2_0",0.209902394331186,0.775143287189132,0.0187622786006863,0.0328118830761801,0.00230820467812406,0.437531365437335,0.110894272269359,0.588340873561949,0.981517602051933,0.110894272269359,0.609924225059455,0.846449699981588,0.6225134615329,0.952823840507624,0.71166799926313,0.358142648283076,0.14229819714198,0.137893291498808,0.114675248830651,0.0477972871635434,0.294099051164195,0.664495379432224,0.670478561725818,0.00183508998078093,0.752977466933674,0.611818509652234,0.0584515817009547,2.41698441381237e-07,1.46955381858412e-06,0.309290677125775,0.353831711820692,1.27844206416191e-26,8.99849633658061e-26,3.28892641505441e-43,3.9748839214006e-22,0.632052342523722,0.0750503688674004,0.0168501972208861,6.02855254584099e-23,0.534332225579356,1.24094897208944e-70,1.21819870689886e-106,0,8.14183173641174e-114,1.94137664009665e-112,7.68530925617965e-50,1.33845453130247e-108,1,1,1,8.96786255746298e-06,1
"v_22408_2_0",0.420851367867217,0.202647035888353,0.622328579127561,0.198649578185759,0.198026321940742,0.0352595238996581,0.00263697332187743,0.0488628461475083,0.225571666415608,0.00263697332187743,0.0516433736813924,0.0898140188676302,0.416453367714111,0.14989703750444,0.0862205062271735,0.0140547691710437,0.781882059830344,0.274393736689877,0.0882771569335662,0.250175083302347,0.357594768461954,0.967575977526391,0.47628510071513,0.240465755871669,0.670348241773689,0.634120232672787,0.00329789621075263,5.40664209596878e-11,2.61748731224879e-11,0.0735704697321407,0.117442361995621,2.8715164076052e-26,3.7864658028013e-26,8.10925401846321e-41,2.929777805611e-25,0.823841547482404,0.311660624839076,0.0499104985662587,6.17446781301239e-25,0.59143548287418,9.56797041996915e-60,4.04785683614757e-184,6.48751532781812e-117,0,1.69466143583119e-171,1.33939880615424e-21,4.8202377169558e-111,1,1,1,0.00520797019069262,1
"v_23099_2_0",0.98633887447931,0.0875149910452589,0.638094024104642,0.182850547032884,0.256478674942418,0.164548345193342,0.0304731852421107,0.157991041923767,0.288413790828628,0.0304731852421107,0.209134208947986,0.342280035011437,0.786685222235624,0.299032891623364,0.182731947077217,0.0868104337858804,0.834495970085439,0.0827080164077022,0.014368068513924,0.062352052920247,0.189096537609985,0.54688225140293,0.756993685192761,0.13148320248387,0.407307770524293,0.577346142292932,0.00762217961761294,4.97605465333463e-09,1.34900391509622e-08,0.384344995430879,0.0771122022315279,3.74828346917431e-22,1.92882741207613e-22,3.00067490735726e-36,6.55474534174413e-20,0.990488869804015,0.343578534452549,0.0947489150449793,8.11317899291006e-20,0.38573326639994,9.64586810966887e-58,1.79447355130182e-150,1.55185982421795e-115,1.29958699066809e-174,0,2.5538086775038e-21,3.13031420856305e-103,1,1,1,0.000935296045018758,1
"WHR",0.164634235599958,0.632945230934357,0.010765573002852,0.0164442318637489,0.0015291118461376,0.724000247334281,0.573151723499978,0.865546124334699,0.669951139228499,0.573151723499978,0.782699483820314,0.508457302691428,0.163522581959641,0.234554671116773,0.999223053881068,0.703140892681167,0.09828983345859,0.126572017162965,0.217398456680786,0.00988483122667261,0.221292107176135,0.313865517807543,0.932359391320258,0.061119762139661,0.477308721814695,0.927590959981745,0.100630808166431,0.001367616319405,0.0252062569347105,0.114601456702558,0.160242139995008,6.54417482706181e-13,2.15996603358679e-12,4.39829076048778e-21,5.21187749769922e-13,0.522071547559168,0.888502856733827,0.0105951753111422,7.36845114126309e-13,0.470528871672629,3.95395937903153e-28,6.11098836069047e-27,6.40976585169278e-53,1.17285359558164e-24,2.24018305044193e-24,0,6.55378831526196e-85,1,1,1,0.841724300619385,1
"WHtR",0.0882956983252153,0.728407821852643,0.00297990129489526,0.029049324579268,0.000803857322918752,0.261648834994296,0.117887305740488,0.635472004138935,0.962848648070494,0.117887305740488,0.650422181940536,0.963998535040099,0.251700947661432,0.937726833759667,0.636002101573862,0.481209035510015,0.523439588175782,0.0415571371583631,0.0689526339134091,0.00510891275734555,0.136129951292241,0.369797010241634,0.589766128498475,0.0918653433300127,0.310406032741108,0.332460737166503,0.00815134655698518,6.38128301062022e-08,1.74511082832598e-05,0.00152766855560088,2.37089800628522e-05,1.09501375774169e-26,2.19156113052932e-23,2.13748365844629e-44,2.9093675263894e-20,0.42245654570524,0.281910401090432,0.024776415487077,1.99688997936507e-20,0.697036837182125,1.54603567458599e-53,7.98600884554507e-153,1.0716209217794e-111,3.85619017356464e-114,2.5122906970811e-106,5.29813121686496e-88,0,1,1,1,0.0107786927756824,1
"v_874_2_0",0.887352579140156,0.447328995375571,0.982103597418344,0.795617868624532,0.788863273771953,0.601923997723904,0.828613601775992,0.86180626322539,0.837789616179626,0.828613601775992,0.637401348606675,0.738269009271653,0.77453702576988,0.978078891195225,0.90685275894481,0.486564181000827,0.667824591131472,0.802550222526409,0.4525707635998,0.712053257591637,0.687469170940456,0.471561531681864,0.664700676152571,0.51706217126024,0.658998946016471,0.878991678233227,0.659656944781359,0.808345161689261,0.581828041334196,0.42339443272437,0.366451415451315,0.1156127101346,0.296041216973845,0.0429893628553012,0.0422395480656734,0.737726282338376,0.822987317729153,0.309776959624258,0.113176853272978,0.642403876883846,0.0486829805640709,0.0695397722882571,0.0406092413738176,0.0064578519387775,0.00345166554979917,0.939088495310585,0.206623809617928,0,4.96552922670335e-11,1,1,1
"v_894_2_0",0.000215730598718882,0.0343081098967525,0.00557571264322286,0.518845692827286,0.0146774951264046,0.69483703757363,0.674976045849925,0.679134153472936,0.903330009425606,0.674976045849925,0.454554567282814,0.847988703767034,0.565727810512427,0.648697736520258,0.588810581705304,0.2526630144041,0.962534882282032,0.0239884601853128,0.0426996545289898,0.0805504428244302,0.0100168751810779,0.403496148862089,0.642149357776294,0.370400670973413,0.00784385949540686,0.368673949634438,0.0315724376366034,0.200241861394849,0.404082994973146,0.301414123435935,0.491965403028446,0.0241723373881485,0.0237294521520426,0.00404744565748126,0.0395189356287251,0.929775943575192,0.116934170807083,0.63129960918967,0.0841280765746921,0.49961348219564,0.0239083268954527,0.0224283326618108,0.0425243135343402,0.0105090643833224,0.0147350279816197,0.920330035341668,0.0497448133918831,4.55553140064528e-14,0,0.00307927917001028,1,1
"v_914_2_0",0.566112461803687,0.906140813631022,0.457348153636289,0.065404469828925,0.164812058641336,0.978687592556486,0.608429480642987,0.625129807232247,0.535975159542784,0.608429480642987,0.681068661743304,0.423470174015634,0.988049901020951,0.514626826319198,0.648155907701726,0.226614180529972,0.527726764340156,0.869819939666889,0.697316196521463,0.300639909271115,0.773109222539583,0.403829209832445,0.923264452723307,0.216077657517641,0.900959833744221,0.779483164626726,0.499880410824563,0.500683236441586,0.0921235262476763,0.376589647567228,0.885615930753472,0.944002437633544,0.927062053094551,0.744756231337692,0.571161824475852,0.183792612504991,0.857708456128793,0.78787631153765,0.56319657285869,0.677067481689842,0.56046047591346,0.725532382423793,0.398940569147403,0.235593159719277,0.124659214055627,0.880937029000965,0.52723692299937,0.00564449651739062,3.21763758621764e-06,0,1,1
"v_20162_2_0",0.0192635010026864,0.169662617631412,0.000663631737989378,0.00431403905952001,2.95320071767931e-05,0.568880676787247,0.671745568079673,0.842586609692475,0.623845558626093,0.671745568079673,0.729899827346617,0.945916875512102,0.225345353321365,0.231374320127846,0.776656406479823,0.464547332759431,0.235582604464147,0.52523985944016,0.821007988983829,0.14701937285027,0.808754719526691,0.956573299514563,0.801024252502292,0.112578119240551,0.627401104344996,0.686406526102067,0.480120074934431,0.110885253848422,0.0422347454323318,0.647991044336597,0.581783080496976,0.0117667081784113,0.0262240344284311,0.0021370228805121,0.0283561266838232,0.823386458458925,0.134747833766851,0.611274624600465,0.0459213762416905,0.542870014512667,3.01686277798058e-06,6.46864408292193e-06,8.70666267714852e-09,5.48785056974986e-06,9.5829512809299e-07,0.000982175379952608,1.14911436840964e-05,0.698474133892599,0.236413302670019,0.749841041924237,0,1
"r_alcohol",0.00231138435697713,0.376121496627429,1.0400698170838e-06,0.00625545309212448,1.61623469974292e-06,0.0975729709009255,0.0329107312745593,0.0403369860077778,0.0302064847121573,0.0329107312745593,0.0571876890661893,0.174457521179945,0.110108891220997,0.00668758022876477,0.0244077338146951,0.0305799599213034,0.0153036102079862,0.234509397516255,0.0297534699369347,0.84492881845991,0.220535468108287,0.263738190109803,0.876741565633374,0.251608121826366,0.20393957312222,0.337872302622208,0.120340200656226,0.512398572744133,0.324777957078529,0.492621121018316,0.0226501872397929,0.0678610646838377,0.00232663432368891,0.047310125397344,0.624242320448373,0.840337343575724,0.466738302821967,0.107727381855752,0.596376064807911,0.111482972206515,0.870584157156985,0.0084066343423917,0.944729215765189,0.0671842007899414,0.437355974266275,0.896461906666802,0.0805898907786236,0.534165779079749,0.039781214013508,0.435436442112075,0.00147030240133444,0
