"","age","sit_height","VAT","ASAT","fat_percent","BMI","BMD_head","BMD_total","T_BMD_total","femur_BMD","tismri_volr01","tismri_volr02","tismri_volr03","tismri_TIV","tis_bone","vROI_bonecortex03","sROI_bonecortex03","main_sBMDH","sROI_bonethickness01","sROI_bonethickness02","sROI_bonethickness03","sROI_bonethickness04","sROI_bonethickness05","sROI_bonethickness06","sROI_bonethickness07","sROI_bonethickness08","sROI_bonethickness09","tis_head","sROI_headthickness01","sROI_headthickness02","sROI_headthickness03","sROI_headthickness04","sROI_headthickness05","sROI_headthickness06","sROI_headthickness07","sROI_headthickness08","sROI_headthickness09","waist","walk","moderate_PA","vigorous_PA","smoking","r_alcohol"
"sROI_headthickness05",0.646154334113665,0.0760549687037435,0.632052342523722,0.823841547482404,0.990488869804015,0.783024951770468,0.18340645683829,0.24829009975743,0.206527994337801,0.170341429857947,0.991118622647115,0.128070411349773,0.426796977441041,0.917813812634934,0.0184420897014133,0.00158204590418138,0.122658092873489,0.122658092873489,0.148934611404085,0.0696934500829901,7.63735850364581e-05,0.00347395132743004,1.69546024977751e-05,0.00266569153859639,0.110241677651978,0.00092073219128916,0.000223738825379246,0.463674813413674,1.01878218260133e-29,0.141205519420068,4.14892294773205e-08,0.403579130394341,0,1.64485600783138e-13,1.47279864398626e-05,1,7.75043947598336e-22,1,1,1,1,1,1
"sROI_headthickness06",0.299178180135879,0.296290445759547,0.0750503688674004,0.311660624839076,0.343578534452549,0.114676732004683,0.538550942429514,0.103607385133794,0.0882573272069052,0.70730858999566,0.385797897280289,0.0921002774002853,0.143036527513376,0.361110268859565,0.617646618295419,0.0169751344594478,0.110390787972941,0.110390787972941,0.665126328724643,0.199047360958441,0.141719671009713,0.229541554885819,0.840829146645586,0.0356220531676248,0.737971625830361,0.315611327459197,0.0466584887617483,0.62191513083673,1.99420419398101e-28,0.00040564181780756,4.04586351490578e-05,0.0776651096897352,2.11149680081049e-16,0,7.02901781567006e-61,1,1.83480270732093e-07,1,1,1,1,1,1
"sROI_headthickness07",0.686667638997767,0.205764792308385,0.0168501972208861,0.0499104985662587,0.0947489150449793,0.0635058449254033,0.195166332463457,0.442733362784418,0.562914239919645,0.511207059246514,0.0233693088173677,0.00181191018744266,0.00126324822799808,0.410540453853176,0.404749845996847,0.0352576489723899,0.821829436445151,0.821829436445151,0.4029691601865,0.0374603737285759,0.0688909131254515,0.132131100077613,0.997626925090066,0.97451893200161,0.0346735510097662,0.118732137482501,0.0244056911829162,0.00036784783864455,5.72240038009327e-12,0.000136124771002665,0.808500874212737,0.327321521091192,2.04271656586166e-08,8.24034913912082e-64,0,1,2.59024479209836e-06,0.893216964370617,1,1,1,1,1
"sROI_headthickness08",0.083796984005838,0.0277486343238847,6.02855254584099e-23,6.17446781301239e-25,8.11317899291006e-20,7.68630384739167e-19,1.00039494712731e-06,5.45377164692233e-10,2.06235956631649e-09,1.03181800214987e-05,0.000612958652202374,0.00670547321033679,1.87489075310123e-05,0.0854101761440559,4.09459020785795e-07,0.00573785287937292,1.79420818371883e-07,1.79420818371883e-07,0.78719694149117,0.332794541427167,0.246714266126187,0.68417249851648,0.516472931705728,0.0632248039425833,0.25695897194941,0.672682612441397,0.418097197359066,5.68016244203875e-75,6.90578718599355e-79,5.12277876635414e-87,3.2001357298575e-52,4.89232296691202e-263,0.284108420217925,0.0231204944955442,0.495847418843945,0,1,3.00425003694797e-21,1,1,1,1,1
"sROI_headthickness09",0.280594627366483,0.0843330269019565,0.534332225579356,0.59143548287418,0.38573326639994,0.924801925004195,0.000115027477555674,0.15640176852839,0.154939142377577,0.723409854814839,0.325492234806827,0.388979859309369,0.201839205350145,0.206413150272768,0.942792551500733,0.592671713264745,0.462972212952958,0.462972212952958,0.0994464030663486,0.009650811471961,3.10500685807272e-07,0.000380533475951492,0.866594726399997,3.50759367671555e-06,0.000843173860356763,0.00129944228578326,4.02819771048779e-43,0.0243285983421591,1.92683238139053e-22,0.600712570471218,1.1955149241416e-05,0.0682288758807773,9.6880493449792e-25,2.47277992900394e-10,3.54828053712104e-09,0.254839496262595,0,1,1,1,1,1,1
"waist",0.532633161535443,0.525312066397127,4.21779865871673e-127,2.74707254155558e-132,3.04878721853337e-124,1.58884304144324e-97,0.00135958730406174,3.13057815626384e-11,6.36091704096366e-11,1.44203639920964e-09,0.00466230179527123,0.0405752845506625,0.00107911648813265,0.0871830375443032,0.0441008844139019,0.733575550818824,0.039972590286433,0.039972590286433,0.049228857100668,0.0517539144308131,0.00252661388984689,0.142386553716084,0.401523624827922,0.889110947069458,0.0406222467435145,0.339821220270379,0.744294026554432,7.12204203025106e-59,1.34023242217361e-25,4.76367258705925e-26,1.62976669486657e-46,3.02827535877977e-24,0.97261295372931,0.754283091874426,0.00149367385346257,3.76472435707766e-24,0.54214223059146,0,1,1,1,0.00274768907660781,1
"walk",0.887352579140156,0.42339443272437,0.0406092413738176,0.0064578519387775,0.00345166554979917,0.33299966016157,0.659656944781359,0.898608796187143,0.808345161689261,0.581828041334196,0.982103597418344,0.795617868624532,0.788863273771953,0.447328995375571,0.926231022057482,0.667824591131472,0.828613601775992,0.828613601775992,0.802550222526409,0.4525707635998,0.712053257591637,0.687469170940456,0.471561531681864,0.664700676152571,0.51706217126024,0.658998946016471,0.878991678233227,0.0486829805640709,0.1156127101346,0.296041216973845,0.0429893628553012,0.0422395480656734,0.737726282338376,0.822987317729153,0.309776959624258,0.113176853272978,0.642403876883846,0.16540670373269,0,3.50775917849686e-11,1,1,1
"moderate_PA",0.000215730598718882,0.301414123435935,0.0425243135343402,0.0105090643833224,0.0147350279816197,0.218477081459977,0.0315724376366034,0.165816449964646,0.200241861394849,0.404082994973146,0.00557571264322286,0.518845692827286,0.0146774951264046,0.0343081098967525,0.776518946849871,0.962534882282032,0.674976045849925,0.674976045849925,0.0239884601853128,0.0426996545289898,0.0805504428244302,0.0100168751810779,0.403496148862089,0.642149357776294,0.370400670973413,0.00784385949540686,0.368673949634438,0.0239083268954527,0.0241723373881485,0.0237294521520426,0.00404744565748126,0.0395189356287251,0.929775943575192,0.116934170807083,0.63129960918967,0.0841280765746921,0.49961348219564,0.0484906982126654,4.55553140064528e-14,0,0.00215581718276582,1,1
"vigorous_PA",0.566112461803687,0.376589647567228,0.398940569147403,0.235593159719277,0.124659214055627,0.801073708803688,0.499880410824563,0.470332171211373,0.500683236441586,0.0921235262476763,0.457348153636289,0.065404469828925,0.164812058641336,0.906140813631022,0.955779297305035,0.527726764340156,0.608429480642987,0.608429480642987,0.869819939666889,0.697316196521463,0.300639909271115,0.773109222539583,0.403829209832445,0.923264452723307,0.216077657517641,0.900959833744221,0.779483164626726,0.56046047591346,0.944002437633544,0.927062053094551,0.744756231337692,0.571161824475852,0.183792612504991,0.857708456128793,0.78787631153765,0.56319657285869,0.677067481689842,0.612233123840547,0.00564449651739062,3.21763758621764e-06,0,1,1
"smoking",0.0192635010026864,0.647991044336597,8.70666267714852e-09,5.48785056974986e-06,9.5829512809299e-07,9.13225616090205e-05,0.480120074934431,0.0761374234140792,0.110885253848422,0.0422347454323318,0.000663631737989378,0.00431403905952001,2.95320071767931e-05,0.169662617631412,0.502660282613136,0.235582604464147,0.671745568079673,0.671745568079673,0.52523985944016,0.821007988983829,0.14701937285027,0.808754719526691,0.956573299514563,0.801024252502292,0.112578119240551,0.627401104344996,0.686406526102067,3.01686277798058e-06,0.0117667081784113,0.0262240344284311,0.0021370228805121,0.0283561266838232,0.823386458458925,0.134747833766851,0.611274624600465,0.0459213762416905,0.542870014512667,4.1133070009099e-06,0.698474133892599,0.236413302670019,0.749841041924237,0,0.88071113839933
"r_alcohol",0.00231138435697713,0.492621121018316,0.944729215765189,0.0671842007899414,0.437355974266275,6.29101674139659e-05,0.120340200656226,0.5372737119866,0.512398572744133,0.324777957078529,1.0400698170838e-06,0.00625545309212448,1.61623469974292e-06,0.376121496627429,0.010873667917912,0.0153036102079862,0.0329107312745593,0.0329107312745593,0.234509397516255,0.0297534699369347,0.84492881845991,0.220535468108287,0.263738190109803,0.876741565633374,0.251608121826366,0.20393957312222,0.337872302622208,0.870584157156985,0.0678610646838377,0.00232663432368891,0.047310125397344,0.624242320448373,0.840337343575724,0.466738302821967,0.107727381855752,0.596376064807911,0.111482972206515,0.344214545631076,0.534165779079749,0.039781214013508,0.435436442112075,0.00147030240133444,0
